record_id,project_id,state_ut,district,sub_district,village,village_lgd_code,project_type,applicable_act,land_required_hectares,parcel_count,land_owner_count,affected_families,displaced_families,objections_count,hearings_count,court_case_count,compensation_assessed_inr,compensation_disbursed_inr,compensation_pending_inr,rr_assessed_inr,rr_disbursed_inr,land_record_digitization_rate,current_stage,estimated_duration_days,delay_risk_score,delayed_flag,data_provenance,synthetic_note
SYN-ACQ-02129,SYN-PROJ-02129,CHHATTISGARH,Dhamtari,Belargaon,Gorsanala,447384.0,Urban Infrastructure,Railways Act 1989,10.21,42,50,13,0,8,7,0,49179400,42754000,6425500,2277100,1462900,0.7667,Possession,527,0.1961,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02130,SYN-PROJ-02130,CHHATTISGARH,Dhamtari,Dhamtari,Dhamtari (M.Corp.),447172.0,National Highway,National Highways Act 1956,63.9,117,142,18,18,48,33,9,145236300,107821700,37414600,15838200,7098500,0.9432,Completed,440,0.2546,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02131,SYN-PROJ-02131,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Mohla,Korba,441367.0,Urban Infrastructure,Other applicable statute,51.04,26,37,8,8,2,1,0,122096500,79912700,42183800,3630500,3630500,0.7712,Scrutiny,323,0.2875,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02132,SYN-PROJ-02132,CHHATTISGARH,Sukma,Jagargunda,Chimlilava,450289.0,Irrigation,Other applicable statute,16.27,159,159,5,0,27,25,4,167511400,117590400,49920900,2852000,2297000,0.7188,Objection/Hearing,336,0.1944,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02133,SYN-PROJ-02133,CHHATTISGARH,Uttar Bastar Kanker,Charama,FOREST,51.0,Irrigation,RFCTLARR Act 2013,48.57,190,5,2,2,2,1,0,191865300,159161400,32704000,1612800,1242900,0.7703,Proposal,358,0.1907,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02134,SYN-PROJ-02134,CHHATTISGARH,Korba,Barpali,Kharharkuda,436467.0,Urban Infrastructure,RFCTLARR Act 2013,52.96,167,23,4,4,6,5,1,426236000,216993600,209242400,3396700,2397500,0.9309,Possession,485,0.1542,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02135,SYN-PROJ-02135,CHHATTISGARH,Mahasamund,Bagbahra,Salhebhantha,446709.0,Power Transmission,National Highways Act 1956,46.33,22,171,12,12,16,13,0,168352300,121154900,47197400,6376300,4527500,0.761,Notification,361,0.1961,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02136,SYN-PROJ-02136,CHHATTISGARH,Raigarh,Pusour,Sodekela,435060.0,Industrial Corridor,Railways Act 1989,41.18,156,155,53,25,45,22,4,192183200,103046600,89136600,33129100,18922000,0.6123,Award,276,0.2637,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02137,SYN-PROJ-02137,CHHATTISGARH,Balod,Daundilohara,FOREST,51.0,Railway,RFCTLARR Act 2013,10.0,4,21,6,6,5,2,0,95537500,48214600,47322800,3692900,2292400,0.9952,Proposal,473,0.2684,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02138,SYN-PROJ-02138,CHHATTISGARH,Mungeli,Pathariya,Kapua,438410.0,Industrial Corridor,RFCTLARR Act 2013,74.34,51,107,36,36,27,26,0,355750700,246689700,109061000,19539400,8781500,0.7504,Possession,926,0.499,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02139,SYN-PROJ-02139,CHHATTISGARH,Surguja,Darima,Amadarha,433010.0,Irrigation,Railways Act 1989,2.24,43,167,74,13,49,38,2,32196700,29102500,3094300,30085100,13137900,0.9152,Completed,271,0.163,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02140,SYN-PROJ-02140,CHHATTISGARH,Kondagaon,Dhanora,Mode Bedma,448976.0,Railway,National Highways Act 1956,29.75,191,149,58,12,49,39,5,196323500,139022300,57301200,16307100,14020900,0.7034,Scrutiny,553,0.3788,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02141,SYN-PROJ-02141,CHHATTISGARH,Kabeerdham,Bodla,Bahanakhodara,439423.0,Power Transmission,Railways Act 1989,1.78,72,130,41,28,9,4,0,38755400,25270500,13484900,34823000,20138300,0.925,Proposal,90,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02142,SYN-PROJ-02142,CHHATTISGARH,Bastar,Lohandiguda,Badanji,449237.0,Urban Infrastructure,National Highways Act 1956,11.2,196,75,11,7,6,4,0,96598800,46794300,49804500,8628600,8628600,0.9757,Proposal,477,0.1808,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02143,SYN-PROJ-02143,CHHATTISGARH,Korba,Barpali,Tuman,436485.0,Power Transmission,RFCTLARR Act 2013,26.44,92,60,19,1,17,10,0,226350800,143427300,82923500,16533100,16533100,0.7387,Award,650,0.4424,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02144,SYN-PROJ-02144,CHHATTISGARH,Sarangarh-Bilaigarh,Sariya,Vishvaspur,435570.0,Railway,RFCTLARR Act 2013,73.23,210,163,39,39,34,17,1,710211400,481415400,228796100,17830000,13814500,0.6566,Compensation,482,0.3435,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02145,SYN-PROJ-02145,CHHATTISGARH,Janjgir-Champa,Janjgir,Dharashiv,436576.0,National Highway,RFCTLARR Act 2013,53.53,26,13,5,5,2,0,0,218963700,218921900,41800,2557400,2378500,0.849,Completed,423,0.1914,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02146,SYN-PROJ-02146,CHHATTISGARH,Narayanpur,Narayanpur,Terdul,449683.0,Industrial Corridor,RFCTLARR Act 2013,10.98,162,55,26,26,14,9,0,100202300,99363900,838400,5875200,3357300,0.5631,GIS Verification,673,0.3032,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02147,SYN-PROJ-02147,CHHATTISGARH,Gariyaband,Chhura,Kurud,445264.0,Industrial Corridor,Other applicable statute,58.01,17,87,24,10,22,17,2,179144200,100872600,78271700,9061700,3144000,0.5915,Completed,537,0.2283,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02148,SYN-PROJ-02148,CHHATTISGARH,Jashpur,Kansabel,FOREST,51.0,Power Transmission,RFCTLARR Act 2013,14.55,46,82,21,17,8,5,0,166103100,107585100,58518000,12614200,11616500,0.7935,R&R,424,0.1621,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02149,SYN-PROJ-02149,CHHATTISGARH,Balodabazar-Bhatapara,Palari,Aurasi,443862.0,Industrial Corridor,National Highways Act 1956,45.16,6,43,14,14,16,10,1,432267800,305751800,126516000,3794500,1739500,0.6956,GIS Verification,514,0.3863,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02150,SYN-PROJ-02150,CHHATTISGARH,Balod,Daundi,Kurubhat,443258.0,Irrigation,Other applicable statute,69.01,202,134,44,12,44,23,2,453414300,286020700,167393500,24873400,12742000,0.6484,Notification,475,0.2721,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02151,SYN-PROJ-02151,CHHATTISGARH,Balrampur-Ramanujganj,Daura-Kochali,FOREST,51.0,Railway,Railways Act 1989,12.71,196,146,16,10,46,44,1,142938800,17846100,125092700,3357100,1322500,0.8771,Notification,569,0.3948,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02152,SYN-PROJ-02152,CHHATTISGARH,Mahasamund,Saraipali,Ghunchapali,446075.0,Irrigation,RFCTLARR Act 2013,32.84,215,64,3,3,14,9,2,91890700,71761900,20128800,1806100,954600,0.8588,Objection/Hearing,471,0.241,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02153,SYN-PROJ-02153,CHHATTISGARH,Sarangarh-Bilaigarh,Sariya,Bargaon,435574.0,Railway,National Highways Act 1956,8.65,105,83,11,11,4,3,0,35106200,30086200,5020100,4466100,3875500,0.9252,R&R,287,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02154,SYN-PROJ-02154,CHHATTISGARH,Jashpur,Duldula,Paguratangar,434099.0,National Highway,National Highways Act 1956,45.9,215,168,55,27,35,19,4,383749100,353485300,30263800,48237900,28834600,0.8126,Completed,600,0.3356,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02155,SYN-PROJ-02155,CHHATTISGARH,Balrampur-Ramanujganj,Shankargarh,Patana,432405.0,National Highway,Other applicable statute,5.83,26,10,5,5,1,0,0,49699300,33060800,16638600,2486500,1661900,0.7261,Award,512,0.1765,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02156,SYN-PROJ-02156,CHHATTISGARH,Kondagaon,Dhanora,Binjhe,448505.0,Irrigation,National Highways Act 1956,13.69,168,31,10,10,8,4,0,82165800,55858500,26307300,2173400,1110700,0.9053,Compensation,408,0.3428,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02157,SYN-PROJ-02157,CHHATTISGARH,Balod,Gunderdehi,Masul,442891.0,National Highway,Railways Act 1989,7.48,192,76,34,34,15,9,1,51555700,40835800,10719900,28665000,23475100,0.8563,Award,417,0.2132,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02158,SYN-PROJ-02158,CHHATTISGARH,Bastar,Tokapal,Chhote Parakot,449565.0,National Highway,National Highways Act 1956,44.07,166,69,11,10,13,12,0,276398400,276398400,0,6326100,5438100,0.8875,Proposal,375,0.1465,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02159,SYN-PROJ-02159,CHHATTISGARH,Kondagaon,Dhanora,Kakodajaganar,448968.0,Urban Infrastructure,National Highways Act 1956,48.65,163,84,6,6,25,19,2,408058800,291859000,116199900,1542800,1176600,0.9157,Completed,335,0.08,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02160,SYN-PROJ-02160,CHHATTISGARH,Mungeli,Lormi,Chhindpura,437658.0,Industrial Corridor,Railways Act 1989,74.91,200,65,14,14,21,12,1,252597600,200242400,52355200,3227600,1473500,0.9465,Compensation,628,0.2893,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02161,SYN-PROJ-02161,CHHATTISGARH,Kabeerdham,Pipariya,Anchhi,439066.0,Irrigation,Other applicable statute,37.4,21,85,26,7,25,11,0,307139000,153729200,153409800,16447900,13674800,0.5965,Objection/Hearing,852,0.5483,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02162,SYN-PROJ-02162,CHHATTISGARH,Sukma,Konta,Durma,450526.0,Railway,RFCTLARR Act 2013,61.3,70,147,35,17,39,29,1,170366300,136778100,33588200,26481300,13565000,0.6355,Compensation,337,0.2207,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02163,SYN-PROJ-02163,CHHATTISGARH,Korba,Barpali,Budhiyapali,436457.0,Power Transmission,National Highways Act 1956,56.88,178,82,27,27,22,20,1,561198100,239316900,321881200,6786100,5508500,0.6661,R&R,641,0.4681,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02164,SYN-PROJ-02164,CHHATTISGARH,Kabeerdham,Kukdur,Bhoitola,439814.0,Power Transmission,Railways Act 1989,17.51,82,31,11,11,0,0,0,85820400,73180100,12640300,6410100,4523600,0.9255,Proposal,507,0.2816,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02165,SYN-PROJ-02165,CHHATTISGARH,Bemetara,Saja,Beeja,442075.0,Irrigation,Other applicable statute,15.9,54,86,15,15,21,13,0,108067900,46541500,61526400,8402800,4777800,0.5995,Notification,516,0.4016,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02166,SYN-PROJ-02166,CHHATTISGARH,Surguja,Lundra,Sayarrai,433395.0,Power Transmission,Railways Act 1989,15.78,136,155,46,23,45,31,3,197983900,197983900,0,8684100,5674400,0.8564,Scrutiny,706,0.3358,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02167,SYN-PROJ-02167,CHHATTISGARH,Korea,Baikunthpur,Cherwapara,431388.0,Irrigation,RFCTLARR Act 2013,71.05,5,142,29,29,30,23,2,419416300,386375100,33041100,17389900,8591700,0.5899,GIS Verification,206,0.1242,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02168,SYN-PROJ-02168,CHHATTISGARH,Rajnandgaon,Chhuriya,Bamhni Charbhatha,440943.0,Industrial Corridor,RFCTLARR Act 2013,45.55,129,105,15,7,27,14,1,276083600,126495400,149588200,5367200,2912800,0.8959,Completed,502,0.0656,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02169,SYN-PROJ-02169,CHHATTISGARH,Balod,Daundi,Bhimatola,443293.0,Power Transmission,Railways Act 1989,33.43,145,149,27,19,14,9,3,230171700,162970700,67201000,6930300,5381500,0.7447,Compensation,510,0.3907,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02170,SYN-PROJ-02170,CHHATTISGARH,Khairagarh-Chhuikhadan-Gandai,Salhewara,Pandripani,440076.0,National Highway,Other applicable statute,35.77,124,152,39,33,4,1,1,330231300,330231300,0,27727400,25556900,0.6695,R&R,398,0.1606,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02171,SYN-PROJ-02171,CHHATTISGARH,Surajpur,Odgi,Saraidih,432694.0,Industrial Corridor,Railways Act 1989,9.95,158,106,31,8,19,10,1,69192800,69192800,0,17937200,5349700,0.7421,Possession,492,0.0957,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02172,SYN-PROJ-02172,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Khadgaon,Bhadur,441400.0,Industrial Corridor,Other applicable statute,58.78,115,126,29,22,20,17,2,211472800,144201200,67271600,20701600,9741900,0.9454,R&R,401,0.1678,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02173,SYN-PROJ-02173,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur (MCB),Khadganva,Chhote Kaluwa,431761.0,National Highway,National Highways Act 1956,12.56,135,92,39,28,27,24,0,39987700,16526900,23460800,8781700,5830800,0.925,Notification,532,0.3104,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02174,SYN-PROJ-02174,CHHATTISGARH,Narayanpur,Kohkameta,Biruler,449894.0,Railway,RFCTLARR Act 2013,1.0,47,142,37,25,24,19,0,17235300,11381700,5853600,32622700,8896200,0.577,Completed,317,0.1828,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02175,SYN-PROJ-02175,CHHATTISGARH,Surajpur,Ramanujnagar,Ramtirth,432875.0,Power Transmission,National Highways Act 1956,18.03,173,78,28,23,6,3,0,68088500,43898600,24189900,8485400,4070100,0.9029,Scrutiny,286,0.1397,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02176,SYN-PROJ-02176,CHHATTISGARH,Bijapur,Gangaloor,Bodla Pusnar,451076.0,Urban Infrastructure,RFCTLARR Act 2013,29.4,89,59,22,22,20,12,1,155379700,155379700,0,15712000,11694500,0.9538,Objection/Hearing,157,0.0675,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02177,SYN-PROJ-02177,CHHATTISGARH,Gariyaband,Amlipadar,Ghumrapadar,445445.0,Railway,RFCTLARR Act 2013,38.83,76,143,4,2,14,5,6,225507300,160865300,64642000,3310500,993900,0.8164,Award,449,0.2138,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02178,SYN-PROJ-02178,CHHATTISGARH,Dhamtari,Kukrel,Salhebhath,447176.0,Irrigation,Other applicable statute,70.38,129,48,21,21,12,10,1,212284100,139745500,72538700,11248200,6613100,0.8962,Notification,779,0.4127,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02179,SYN-PROJ-02179,CHHATTISGARH,Raigarh,Dharamjaigarh,Newar,434351.0,Irrigation,Railways Act 1989,22.0,27,177,34,0,4,2,0,153251400,107090900,46160500,10276500,6279900,0.8855,Compensation,569,0.2929,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02180,SYN-PROJ-02180,CHHATTISGARH,Raigarh,Chhal,Gerwani,434480.0,Power Transmission,National Highways Act 1956,30.75,68,64,10,10,5,2,0,275961800,169853000,106108800,4906300,4135900,0.8977,Award,442,0.1094,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02181,SYN-PROJ-02181,CHHATTISGARH,Kondagaon,Makdi,Sandsa,448875.0,National Highway,RFCTLARR Act 2013,27.97,73,7,3,3,1,0,0,111911000,72330700,39580300,2658600,1078300,0.9404,Possession,335,0.1411,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02182,SYN-PROJ-02182,CHHATTISGARH,Korba,Darri,Dhanras,435876.0,Railway,Other applicable statute,30.64,167,38,1,1,15,6,0,225637900,158364600,67273300,456600,250000,0.8104,R&R,381,0.1126,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02183,SYN-PROJ-02183,CHHATTISGARH,Bilaspur,Beltara,FOREST,51.0,Power Transmission,RFCTLARR Act 2013,54.58,10,94,11,11,5,2,0,129149200,112898900,16250300,9778900,5327600,0.7703,Possession,313,0.0947,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02184,SYN-PROJ-02184,CHHATTISGARH,Mahasamund,Bagbahra,Gadaghat,446735.0,National Highway,RFCTLARR Act 2013,13.3,19,113,25,24,25,12,2,86586400,72626000,13960400,12835100,8705300,0.6632,Award,584,0.2317,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02185,SYN-PROJ-02185,CHHATTISGARH,Balodabazar-Bhatapara,Sonakhan,FOREST,51.0,National Highway,Other applicable statute,25.53,23,49,25,8,12,10,0,213733300,120976900,92756500,15381900,9457600,0.5819,Scrutiny,294,0.3205,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02186,SYN-PROJ-02186,CHHATTISGARH,Rajnandgaon,Dongargaon,Mohad,441152.0,Irrigation,National Highways Act 1956,34.02,170,39,12,12,12,8,2,232006800,147013300,84993500,8453100,4626200,0.8521,Notification,473,0.1302,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02187,SYN-PROJ-02187,CHHATTISGARH,Kabeerdham,Kunda,Nawagaon Khagesh,440004.0,National Highway,National Highways Act 1956,35.39,8,126,3,3,35,21,2,345032500,150564800,194467700,2587000,2587000,0.6295,Compensation,688,0.4494,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02188,SYN-PROJ-02188,CHHATTISGARH,Durg,Patan,Temri,442756.0,Railway,Other applicable statute,67.49,109,177,28,28,36,27,1,434047100,320683200,113364000,16327400,15790300,0.878,Possession,605,0.2387,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02189,SYN-PROJ-02189,CHHATTISGARH,Gariyaband,Amlipadar,Phalsapara,445448.0,Industrial Corridor,RFCTLARR Act 2013,69.26,112,37,17,5,5,4,0,334503900,308799200,25704700,12366900,9290100,0.9765,Compensation,346,0.1409,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02190,SYN-PROJ-02190,CHHATTISGARH,Gariyaband,Amlipadar,Dhanora,445447.0,Urban Infrastructure,RFCTLARR Act 2013,56.71,41,163,68,2,47,24,4,187130300,185941400,1189000,16952500,9475500,0.9785,R&R,514,0.2572,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02191,SYN-PROJ-02191,CHHATTISGARH,Uttar Bastar Kanker,Pakhanjur,Nahgeeda,448238.0,National Highway,National Highways Act 1956,39.37,181,96,1,1,6,4,0,297104600,180331800,116772800,586900,445200,0.9015,Award,315,0.0694,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02192,SYN-PROJ-02192,CHHATTISGARH,Durg,Patan,Bodal,442688.0,Power Transmission,Other applicable statute,26.94,53,42,7,7,2,1,0,172190100,172190100,0,3775400,1246600,0.975,Possession,198,0.0217,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02193,SYN-PROJ-02193,CHHATTISGARH,Bijapur,Bhairamgarh,Darapal,451313.0,Irrigation,Other applicable statute,2.68,168,53,24,15,11,5,0,33276200,16575900,16700300,8531700,8340700,0.6588,Award,763,0.3184,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02194,SYN-PROJ-02194,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Aundhi,Sitagaon,441479.0,Industrial Corridor,RFCTLARR Act 2013,30.06,179,147,38,13,30,16,4,119266200,100465600,18800600,12800900,4548300,0.7728,Compensation,228,0.0898,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02195,SYN-PROJ-02195,CHHATTISGARH,Dhamtari,Magarlod,Tendubhatha,446975.0,National Highway,RFCTLARR Act 2013,51.51,15,50,20,20,5,2,1,227466800,159582100,67884700,7407700,5336800,0.9006,GIS Verification,411,0.1187,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02196,SYN-PROJ-02196,CHHATTISGARH,Surguja,Batouli,Bhatko,433537.0,Industrial Corridor,RFCTLARR Act 2013,4.13,92,7,2,2,0,0,0,29930900,21834400,8096500,535200,532500,0.7911,Possession,361,0.0803,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02197,SYN-PROJ-02197,CHHATTISGARH,Rajnandgaon,Lal Bahadur Nagar,Kothitola,440640.0,Irrigation,Railways Act 1989,35.57,131,47,12,12,8,7,0,268616600,122396800,146219700,4084700,2274600,0.8862,Scrutiny,590,0.1919,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02198,SYN-PROJ-02198,CHHATTISGARH,Balrampur-Ramanujganj,Balrampur,Surra,432036.0,National Highway,RFCTLARR Act 2013,39.82,125,99,22,14,30,23,3,397639900,285515800,112124000,16470900,14576100,0.7249,Award,555,0.217,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02199,SYN-PROJ-02199,CHHATTISGARH,Uttar Bastar Kanker,Antagarh,Murpal,448091.0,Irrigation,Other applicable statute,30.63,139,8,4,4,3,1,0,173210200,146400500,26809800,1354400,602800,0.6378,Possession,661,0.2254,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02200,SYN-PROJ-02200,CHHATTISGARH,Kondagaon,Kondagaon,Bolbola,448799.0,Urban Infrastructure,National Highways Act 1956,5.83,85,142,51,0,50,20,3,30689200,30689200,0,19475000,14685800,0.7993,Award,376,0.2948,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-02201,SYN-PROJ-02201,CHHATTISGARH,Balodabazar-Bhatapara,Lavan,Ghulghul,443777.0,Industrial Corridor,Railways Act 1989,56.2,162,132,13,13,22,11,0,178312700,94409200,83903500,8068800,5813700,0.8575,Scrutiny,495,0.2875,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
